GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,AUQ8E001,AUQ8E002,AUQ8E003,AUQ8E004,AUQ8E005,AUQ8E006,AUQ8E007,AUQ8E008,AUQ8E009,AUQ8E010,AUQ8E011,AUQ8E012,AUQ8E013,AUQ8E014,AUQ8E015,AUQ8E016,AUQ8E017,AUQ8E018,AUQ8E019,AUQ8E020,AUQ8E021,AUQ8E022,AUQ8E023,AUQ8E024,AUQ8E025,AURUE001,NAME_M,AUO6M001,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010,AUQ8M001,AUQ8M002,AUQ8M003,AUQ8M004,AUQ8M005,AUQ8M006,AUQ8M007,AUQ8M008,AUQ8M009,AUQ8M010,AUQ8M011,AUQ8M012,AUQ8M013,AUQ8M014,AUQ8M015,AUQ8M016,AUQ8M017,AUQ8M018,AUQ8M019,AUQ8M020,AUQ8M021,AUQ8M022,AUQ8M023,AUQ8M024,AUQ8M025,AURUM001
"G3000590","2020-2024","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30059",,,"30059","Meagher County, Montana",2007,2007,1921,15,29,0,0,0,42,37,5,1578,0,0,9,0,0,0,0,0,0,10,57,0,39,10,5,417,51,112,317,78,383,78,9,3,71932,"Meagher County, Montana",-555555555,-555555555,46,20,23,11,11,11,30,26,6,87,11,11,16,11,11,11,11,11,11,14,44,11,40,11,8,128,31,63,129,32,131,49,13,5,21850
"G3000610","2020-2024","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30061",,,"30061","Mineral County, Montana",4959,4959,4556,9,71,14,0,29,280,63,217,3744,10,0,0,0,0,0,0,0,0,0,55,24,59,49,75,976,287,342,554,336,732,199,40,6,63450,"Mineral County, Montana",-555555555,-555555555,43,13,38,19,11,21,60,39,45,71,13,11,11,11,11,11,11,11,11,11,39,21,44,37,34,129,71,84,122,76,131,68,22,6,6481
"G3000630","2020-2024","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30063",,,"30063","Missoula County, Montana",120672,120672,104875,518,2472,1920,159,1807,8921,3613,5308,83214,278,0,0,0,0,0,0,26,18,20,483,288,410,461,828,13596,2622,4811,13034,6881,23961,10255,3193,2049,75598,"Missoula County, Montana",-555555555,-555555555,764,136,503,243,107,484,905,610,630,200,132,27,27,27,27,27,27,34,21,26,207,122,110,157,181,974,335,606,970,669,865,769,477,391,2922
"G3000650","2020-2024","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30065",,,"30065","Musselshell County, Montana",5152,5152,4495,0,196,0,0,190,271,52,219,3829,13,0,7,0,3,0,0,0,13,0,34,71,66,47,155,1014,213,604,416,317,634,181,21,20,58920,"Musselshell County, Montana",173,173,197,16,82,16,16,163,105,41,109,139,14,16,10,16,6,16,16,16,21,16,41,64,47,38,83,151,81,114,119,101,135,101,23,25,9325
"G3000670","2020-2024","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30067",,,"30067","Park County, Montana",17710,17710,16159,36,124,35,0,211,1145,590,555,13786,53,0,0,0,0,1,0,6,3,28,75,138,68,35,71,3296,414,674,2231,1202,3694,1148,357,292,70047,"Park County, Montana",-555555555,-555555555,189,46,93,19,18,109,224,213,108,54,55,18,18,18,18,3,18,8,5,45,51,103,52,30,50,357,131,185,372,250,399,218,136,145,6130
"G3000690","2020-2024","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30069",,,"30069","Petroleum County, Montana",447,447,442,0,2,3,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,141,9,15,66,12,72,36,0,2,60208,"Petroleum County, Montana",105,105,103,11,5,6,11,11,11,11,11,83,11,11,11,11,11,11,11,11,11,11,11,11,3,11,4,42,8,11,41,9,34,18,11,3,16682
"G3000710","2020-2024","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30071",,,"30071","Phillips County, Montana",4221,4221,3425,34,316,34,13,30,369,62,307,3000,2,0,0,0,0,0,0,7,0,15,14,5,37,57,11,724,197,385,513,270,563,122,62,16,53417,"Phillips County, Montana",-555555555,-555555555,84,44,107,46,19,43,122,82,95,80,4,11,11,11,11,11,11,10,11,29,19,7,43,44,13,123,84,122,130,86,129,60,62,23,2401
"G3000730","2020-2024","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30073",,,"30073","Pondera County, Montana",6035,6035,4788,1,910,60,0,13,263,64,199,4157,28,0,0,0,0,0,0,0,10,1,257,67,73,49,50,1181,135,310,634,526,646,147,32,11,52338,"Pondera County, Montana",-555555555,-555555555,43,3,73,49,16,16,97,47,97,59,29,16,16,16,16,16,16,16,14,3,89,37,39,31,27,159,41,69,107,138,116,55,34,13,4638
"G3000750","2020-2024","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30075",,,"30075","Powder River County, Montana",1815,1815,1642,0,40,17,0,14,102,74,28,1355,7,0,0,0,0,0,0,0,0,1,26,5,12,40,37,463,14,94,215,87,220,109,4,21,67045,"Powder River County, Montana",136,136,150,11,32,15,11,17,64,62,15,100,11,11,11,11,11,11,11,11,11,3,32,8,16,38,21,89,10,37,57,35,61,42,5,18,14071
"G3000770","2020-2024","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30077",,,"30077","Powell County, Montana",7053,7053,6148,28,356,107,0,73,341,140,201,5651,27,0,0,0,0,0,0,0,0,5,70,36,93,73,60,1587,1020,418,751,423,792,215,73,8,66923,"Powell County, Montana",-555555555,-555555555,66,25,148,97,16,52,129,64,115,50,30,16,16,16,16,16,16,16,16,9,39,30,39,37,38,226,145,123,143,112,179,74,40,14,11061
"G3000790","2020-2024","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30079",,,"30079","Prairie County, Montana",1250,1250,1108,0,1,34,0,54,53,0,53,995,0,0,0,0,0,0,0,0,0,0,17,2,1,10,5,321,27,78,187,79,151,101,16,0,51250,"Prairie County, Montana",148,148,152,11,2,37,11,50,53,11,53,129,11,11,11,11,11,11,11,11,11,11,17,4,3,9,6,90,21,65,91,30,51,80,15,11,6492
"G3000810","2020-2024","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30081",,,"30081","Ravalli County, Montana",46727,46727,42013,181,317,319,4,553,3340,1928,1412,35301,171,0,0,0,0,0,0,0,0,17,274,223,504,544,598,9199,1608,2543,5803,3692,6271,2952,384,518,71283,"Ravalli County, Montana",-555555555,-555555555,519,76,155,112,7,381,471,454,237,147,126,24,24,24,24,24,24,24,24,18,157,105,191,176,228,787,324,334,577,641,648,432,151,179,3919
"G3000830","2020-2024","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30083",,,"30083","Richland County, Montana",11235,11235,10086,30,24,48,61,228,758,232,526,7532,79,0,0,0,0,0,0,0,0,9,20,25,70,63,107,2689,436,812,910,656,1347,236,65,8,73084,"Richland County, Montana",-555555555,-555555555,155,36,29,32,30,72,157,145,49,92,72,18,18,18,18,18,18,18,18,16,20,21,61,29,63,324,155,169,172,142,219,107,54,12,8806
"G3000850","2020-2024","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30085",,,"30085","Roosevelt County, Montana",10526,10526,3434,7,6033,100,1,16,935,122,813,6041,13,0,0,0,0,17,0,0,0,10,108,86,144,123,14,1636,293,404,1155,758,923,272,61,24,57063,"Roosevelt County, Montana",-555555555,-555555555,34,9,208,12,2,15,216,61,201,60,14,18,18,18,18,23,18,18,18,12,57,54,90,67,10,171,105,103,151,109,140,77,38,13,3866
"G3000870","2020-2024","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30087",,,"30087","Rosebud County, Montana",8165,8165,4365,5,3016,186,1,130,462,280,182,5195,0,0,3,0,0,0,0,15,37,11,121,24,92,107,74,1569,304,341,834,578,757,262,13,53,49914,"Rosebud County, Montana",-555555555,-555555555,187,7,98,28,3,79,214,182,98,44,16,16,4,16,16,16,16,19,41,16,59,26,58,50,48,167,96,81,171,150,138,78,13,33,14727
"G3000890","2020-2024","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30089",,,"30089","Sanders County, Montana",13285,13285,11846,33,384,60,15,42,905,388,517,10073,104,0,0,0,0,0,0,17,2,12,219,55,157,152,117,2872,651,609,1953,989,1522,465,115,62,57476,"Sanders County, Montana",-555555555,-555555555,127,24,105,27,15,35,169,125,120,52,64,18,18,18,18,18,18,17,3,11,90,29,80,62,51,309,154,166,268,229,271,163,105,35,6047
"G3000910","2020-2024","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30091",,,"30091","Sheridan County, Montana",3669,3669,3321,0,71,24,5,18,230,69,161,2625,15,0,0,0,0,0,0,1,0,0,25,43,50,33,78,650,158,202,354,329,513,134,23,17,70147,"Sheridan County, Montana",188,188,171,11,46,16,13,13,71,40,49,120,34,11,11,11,11,11,11,3,11,11,16,29,32,27,78,107,60,63,67,78,100,56,23,19,15093
"G3000930","2020-2024","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30093",,,"30093","Silver Bow County, Montana",35785,35785,32554,19,700,141,3,197,2171,801,1370,24695,224,0,28,0,0,0,0,3,1,28,253,78,147,247,463,6409,1602,2041,3977,2282,4687,1685,301,239,61754,"Silver Bow County, Montana",-555555555,-555555555,262,23,241,96,6,102,349,237,266,124,111,24,44,24,24,24,24,6,2,34,181,65,90,121,144,537,288,322,475,359,515,271,103,100,3962
"G3000950","2020-2024","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30095",,,"30095","Stillwater County, Montana",9182,9182,8543,4,25,34,0,68,508,121,387,6675,75,0,0,0,3,0,27,0,0,5,26,26,17,19,98,1949,242,350,1066,619,1568,366,65,154,84732,"Stillwater County, Montana",-555555555,-555555555,52,4,19,21,16,48,60,60,51,48,52,16,16,16,18,16,31,16,16,8,21,19,17,15,44,203,60,89,170,121,182,91,34,59,8032
"G3000970","2020-2024","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30097",,,"30097","Sweet Grass County, Montana",3720,3720,3376,39,63,7,0,57,178,65,113,2700,2,0,0,0,0,0,0,0,0,0,6,0,30,8,33,762,81,178,656,286,481,118,33,26,77000,"Sweet Grass County, Montana",-555555555,-555555555,73,44,40,10,11,44,61,47,38,101,4,11,11,11,11,11,11,11,11,11,12,11,21,11,21,118,37,68,110,80,95,47,24,22,10890
"G3000990","2020-2024","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30099",,,"30099","Teton County, Montana",6353,6353,5819,17,127,0,0,75,315,79,236,4354,11,0,0,0,0,0,2,0,0,1,206,10,33,66,39,1144,199,265,876,336,777,328,58,3,70430,"Teton County, Montana",-555555555,-555555555,34,8,61,16,16,43,71,46,63,41,13,16,16,16,16,16,6,16,16,3,79,9,20,32,24,141,86,69,154,72,112,70,33,4,7387
"G3001010","2020-2024","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30101",,,"30101","Toole County, Montana",5061,5061,4221,85,301,67,0,111,276,137,139,3590,31,0,0,0,0,6,15,26,29,0,62,92,104,112,15,982,259,252,593,204,503,213,20,72,57731,"Toole County, Montana",-555555555,-555555555,97,29,73,22,16,61,98,72,70,67,34,16,16,16,16,6,19,35,43,16,57,55,82,53,12,154,51,83,117,66,111,80,20,53,7284
"G3001030","2020-2024","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30103",,,"30103","Treasure County, Montana",732,732,686,0,1,7,0,22,16,15,1,582,1,0,0,0,0,0,0,0,0,0,5,0,22,0,1,146,27,52,67,43,188,27,2,1,67917,"Treasure County, Montana",134,134,122,11,3,9,11,23,16,17,2,94,3,11,11,11,11,11,11,11,11,11,7,11,21,11,4,42,27,21,24,29,48,13,2,3,17213
"G3001050","2020-2024","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30105",,,"30105","Valley County, Montana",7519,7519,6356,30,626,2,0,114,391,71,320,5369,14,0,0,0,0,0,0,0,0,0,55,8,64,16,127,1439,124,662,1004,474,1101,227,39,15,71695,"Valley County, Montana",-555555555,-555555555,62,29,90,4,16,69,116,27,111,41,14,16,16,16,16,16,16,16,16,16,20,9,36,9,82,176,62,137,183,122,209,67,27,15,7973
"G3001070","2020-2024","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30107",,,"30107","Wheatland County, Montana",2056,2056,1967,20,32,7,0,0,30,11,19,1471,0,0,0,0,0,4,0,0,0,10,21,5,28,26,0,523,42,50,309,112,248,73,11,9,49489,"Wheatland County, Montana",-555555555,-555555555,61,25,34,10,11,11,42,16,34,87,11,11,11,11,11,8,11,11,11,16,36,5,30,18,11,97,37,29,86,81,62,38,12,11,12938
"G3001090","2020-2024","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30109",,,"30109","Wibaux County, Montana",1193,1193,1100,7,0,1,0,24,61,56,5,792,0,0,0,0,0,0,0,0,0,0,2,0,24,1,5,242,51,83,100,106,138,36,4,0,67462,"Wibaux County, Montana",163,163,166,10,11,4,11,34,59,59,8,102,11,11,11,11,11,11,11,11,11,11,2,11,28,3,7,90,32,39,40,37,53,24,7,11,20229
"G3001110","2020-2024","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30111",,,"30111","Yellowstone County, Montana",168957,168957,144550,1146,6682,1298,71,2962,12248,5331,6917,116767,641,28,15,18,6,104,5,32,61,48,621,485,934,1177,1047,27818,6282,8400,18203,10973,27721,7919,2569,1660,76570,"Yellowstone County, Montana",-555555555,-555555555,1111,394,514,252,69,912,980,853,590,165,200,40,23,27,12,73,9,50,52,33,184,219,220,331,266,1168,676,713,1026,957,1014,816,522,486,2657
"G3100010","2020-2024","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31001",,,"31001","Adams County, Nebraska",31052,31052,26118,480,67,300,0,1893,2194,1641,553,20311,275,0,1,0,7,28,1,63,128,1,138,98,311,222,239,4384,451,1769,3284,2909,3588,1563,489,362,68365,"Adams County, Nebraska",-555555555,-555555555,314,118,39,96,22,343,368,386,154,151,88,22,2,22,27,34,3,56,79,2,85,72,143,79,108,378,134,254,328,310,384,283,162,124,3172
"G3100030","2020-2024","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31003",,,"31003","Antelope County, Nebraska",6305,6305,5880,52,6,19,3,92,253,172,81,4276,10,0,0,0,0,1,0,0,0,6,95,17,32,58,58,1313,111,330,540,827,565,221,64,28,66105,"Antelope County, Nebraska",-555555555,-555555555,54,23,6,25,4,39,64,57,32,44,7,15,15,15,15,3,15,15,15,8,46,17,22,40,23,134,32,61,77,109,81,55,29,21,2799
"G3100050","2020-2024","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31005",,,"31005","Arthur County, Nebraska",484,484,450,0,0,0,5,1,28,1,27,333,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,65,1,32,60,49,100,21,1,0,76250,"Arthur County, Nebraska",99,99,95,10,10,10,6,2,25,3,25,71,10,10,10,10,10,10,10,10,10,10,10,4,4,3,10,27,2,13,28,27,32,9,1,10,23887
"G3100070","2020-2024","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31007",,,"31007","Banner County, Nebraska",742,742,637,0,0,0,0,59,46,42,4,564,3,0,0,0,31,0,0,0,0,0,0,0,8,11,5,88,21,34,122,53,138,40,8,2,78839,"Banner County, Nebraska",131,131,126,10,10,10,10,41,45,44,6,91,4,10,10,10,32,10,10,10,10,10,10,10,8,11,6,30,22,15,45,23,41,19,8,3,13607
"G3100090","2020-2024","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31009",,,"31009","Blaine County, Nebraska",422,422,422,0,0,0,0,0,0,0,0,328,3,0,0,0,0,0,0,0,0,0,0,5,0,2,1,120,5,25,47,38,71,11,0,0,69583,"Blaine County, Nebraska",64,64,64,10,10,10,10,10,10,10,10,48,4,10,10,10,10,10,10,10,10,10,10,4,10,3,4,39,5,21,21,15,26,10,10,10,13269
"G3100110","2020-2024","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31011",,,"31011","Boone County, Nebraska",5356,5356,5039,1,46,10,4,67,189,80,109,3713,23,0,0,0,0,0,7,0,0,0,42,11,13,44,85,1237,92,303,574,549,532,128,65,8,74947,"Boone County, Nebraska",-555555555,-555555555,27,2,41,16,6,37,50,47,31,22,12,15,15,15,15,15,10,15,15,15,25,15,10,28,56,136,37,60,100,79,87,31,48,7,4871
"G3100130","2020-2024","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31013",,,"31013","Box Butte County, Nebraska",10714,10714,8735,15,338,43,0,491,1092,592,500,7401,26,4,0,0,0,0,0,10,9,43,23,45,90,111,45,2068,281,1121,1236,914,922,381,71,1,68892,"Box Butte County, Nebraska",-555555555,-555555555,185,26,182,45,16,262,268,249,124,76,31,9,16,16,16,16,16,22,16,65,28,54,81,94,46,326,130,235,292,207,199,174,61,2,5138
"G3100150","2020-2024","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31015",,,"31015","Boyd County, Nebraska",1688,1688,1539,3,50,3,0,31,62,36,26,1313,2,0,0,0,0,1,0,0,2,0,4,6,6,13,13,527,24,111,139,172,194,92,3,4,67045,"Boyd County, Nebraska",92,92,96,5,34,6,10,22,42,28,29,74,2,10,10,10,10,3,10,10,3,10,3,8,6,11,8,84,15,38,30,43,52,33,4,7,9064
"G3100170","2020-2024","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31017",,,"31017","Brown County, Nebraska",2869,2869,2540,2,15,1,0,129,182,78,104,2049,43,0,0,0,0,0,0,0,0,0,4,30,13,27,40,557,62,291,282,208,340,116,10,26,54676,"Brown County, Nebraska",111,111,105,3,18,2,10,51,56,51,20,81,23,10,10,10,10,10,10,10,10,10,5,38,13,30,28,89,30,70,62,62,82,60,12,22,6999
"G3100190","2020-2024","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31019",,,"31019","Buffalo County, Nebraska",50579,50579,43775,467,259,827,76,2363,2812,1611,1201,31737,184,39,0,0,44,1,10,60,156,23,116,223,324,322,459,6541,1275,2875,4930,3247,7259,2440,518,691,75911,"Buffalo County, Nebraska",-555555555,-555555555,398,140,134,70,97,534,514,373,262,87,83,46,24,24,51,5,15,60,61,25,60,117,124,182,128,486,271,414,428,325,628,332,139,220,3710
"G3100210","2020-2024","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31021",,,"31021","Burt County, Nebraska",6740,6740,6155,14,101,10,12,112,336,116,220,4803,61,0,0,0,0,0,0,0,30,0,16,52,90,86,46,1391,237,393,587,617,884,289,17,7,63685,"Burt County, Nebraska",-555555555,-555555555,78,22,52,14,10,63,89,55,60,56,34,15,15,15,15,15,15,15,39,15,14,37,44,49,21,137,76,68,93,96,129,52,12,9,5902
"G3100230","2020-2024","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31023",,,"31023","Butler County, Nebraska",8424,8424,7637,21,82,0,0,314,370,196,174,5798,82,0,0,0,0,4,0,0,92,3,71,64,27,42,116,1832,154,473,624,824,1081,253,48,8,79268,"Butler County, Nebraska",-555555555,-555555555,91,18,63,15,15,131,116,113,22,56,48,15,15,15,15,8,15,15,77,4,37,66,32,24,57,193,57,87,111,129,147,80,33,11,10743
"G3100250","2020-2024","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31025",,,"31025","Cass County, Nebraska",27161,27161,24765,82,68,77,27,507,1635,872,763,18897,105,7,0,0,0,4,6,4,0,31,24,60,128,141,246,4688,781,1424,2757,2413,3745,1787,394,152,91836,"Cass County, Nebraska",-555555555,-555555555,144,40,43,42,31,161,145,156,90,91,78,13,19,19,19,5,7,6,19,43,14,43,65,48,78,335,194,210,285,246,307,217,118,75,2950
"G3100270","2020-2024","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31027",,,"31027","Cedar County, Nebraska",8315,8315,7945,12,18,24,0,135,181,47,134,5566,32,0,0,3,0,0,0,0,13,2,19,2,18,64,50,1906,134,358,779,852,947,297,43,47,73578,"Cedar County, Nebraska",-555555555,-555555555,42,15,14,18,15,47,41,32,24,30,24,15,15,5,15,15,15,15,16,3,26,3,12,36,20,146,45,79,103,109,117,67,25,22,6868
"G3100290","2020-2024","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31029",,,"31029","Chase County, Nebraska",3671,3671,2888,13,70,61,0,84,555,539,16,2573,32,0,0,0,0,0,0,30,15,82,11,16,8,25,58,607,82,238,401,347,460,146,15,0,68173,"Chase County, Nebraska",179,179,168,24,60,60,10,72,120,121,25,110,30,10,10,10,10,10,10,35,34,73,13,21,11,27,44,136,50,69,117,78,102,50,31,10,7887
"G3100310","2020-2024","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31031",,,"31031","Cherry County, Nebraska",5498,5498,4613,55,286,95,0,196,253,74,179,3902,43,0,0,0,0,0,0,0,9,15,14,5,11,29,23,965,309,253,776,462,660,200,108,20,66270,"Cherry County, Nebraska",-555555555,-555555555,66,44,89,46,15,72,97,52,76,36,33,15,15,15,15,15,15,15,14,20,12,7,24,25,27,139,134,88,157,99,154,80,50,20,7312
"G3100330","2020-2024","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31033",,,"31033","Cheyenne County, Nebraska",9533,9533,8674,79,35,127,33,105,480,230,250,6738,69,0,0,0,2,64,0,0,5,0,19,77,46,167,71,1692,472,564,1123,803,1003,404,73,84,60348,"Cheyenne County, Nebraska",-555555555,-555555555,135,84,28,77,54,59,153,125,133,92,55,15,15,15,5,61,15,15,11,15,31,81,31,84,47,247,117,132,174,140,179,125,46,63,3656
"G3100350","2020-2024","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31035",,,"31035","Clay County, Nebraska",6095,6095,5383,44,55,2,0,298,313,221,92,4174,41,0,0,0,0,0,0,8,0,0,15,33,42,54,80,1257,163,360,567,624,622,198,75,35,78986,"Clay County, Nebraska",-555555555,-555555555,82,16,34,3,15,81,77,78,23,29,24,15,15,15,15,15,15,11,15,15,12,18,19,33,28,93,37,55,76,83,74,50,28,18,5366
"G3100370","2020-2024","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31037",,,"31037","Colfax County, Nebraska",10641,10641,5393,478,486,21,0,1708,2555,2019,536,6535,351,0,0,21,0,48,122,16,198,106,116,113,33,161,62,1816,253,346,933,875,632,224,67,42,82530,"Colfax County, Nebraska",-555555555,-555555555,641,228,356,35,16,544,781,636,426,176,219,16,16,28,16,74,73,28,136,108,137,118,27,132,44,334,147,105,227,260,134,95,42,35,6588
"G3100390","2020-2024","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31039",,,"31039","Cuming County, Nebraska",8975,8975,7746,34,102,27,0,485,581,488,93,6045,106,0,0,31,1,19,0,14,34,0,70,51,72,41,73,1961,189,496,596,787,1081,300,77,46,71104,"Cuming County, Nebraska",-555555555,-555555555,71,20,58,21,15,166,155,153,26,60,45,15,15,31,3,23,15,19,47,15,49,32,58,39,42,185,64,114,113,117,145,88,31,32,4725
"G3100410","2020-2024","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31041",,,"31041","Custer County, Nebraska",10518,10518,9661,54,56,11,17,278,441,220,221,7246,80,0,0,0,0,0,1,0,0,0,27,37,65,31,123,2046,244,666,987,1181,1277,345,56,80,67906,"Custer County, Nebraska",-555555555,-555555555,80,15,27,18,24,97,121,107,80,39,47,16,16,16,16,16,3,16,16,16,28,27,34,19,45,169,63,125,141,133,144,77,30,33,4824
"G3100430","2020-2024","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31043",,,"31043","Dakota County, Nebraska",21354,21354,9548,1852,722,646,0,4183,4403,3882,521,12976,489,0,0,43,80,96,55,41,754,86,192,317,108,226,271,4009,476,1059,1625,1160,1465,356,53,15,70329,"Dakota County, Nebraska",-555555555,-555555555,267,114,167,57,19,799,813,811,153,286,208,19,19,73,101,99,52,49,278,95,125,137,76,116,108,412,154,259,291,193,301,150,37,18,4068
"G3100450","2020-2024","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31045",,,"31045","Dawes County, Nebraska",8140,8140,7103,38,282,89,0,0,628,272,356,5186,43,0,0,0,0,0,0,0,0,0,22,3,0,19,124,1045,144,530,798,579,992,611,122,154,56280,"Dawes County, Nebraska",-555555555,-555555555,150,49,150,78,15,15,213,178,115,95,40,15,15,15,15,15,15,15,15,15,33,5,15,25,146,212,71,168,203,257,229,204,97,92,5544
"G3100470","2020-2024","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US31047",,,"31047","Dawson County, Nebraska",24202,24202,14319,1754,135,198,35,4285,3476,2804,672,15460,953,0,14,0,29,334,36,166,459,264,212,121,142,304,379,3931,1036,1101,1883,1374,2046,409,131,136,69880,"Dawson County, Nebraska",-555555555,-555555555,428,362,104,36,55,690,694,578,286,120,307,19,25,19,26,192,56,116,187,139,88,73,76,128,139,337,215,173,310,214,278,110,60,71,4325
